,ECLO,방문자수,통행속도,주중,주말,store,새벽,밤,선릉,신논현,신사,압구정,청담
370,3,536.0,23.11,1,0,645.6666666666666,0,1,1,0,0,0,0
371,10,40.0,30.35,1,0,645.6666666666666,1,0,1,0,0,0,0
372,3,3294.0,18.45,1,0,645.6666666666666,0,1,1,0,0,0,0
373,6,140.0,25.0,1,0,645.6666666666666,1,0,1,0,0,0,0
374,6,198.0,30.95,1,0,645.6666666666666,1,0,1,0,0,0,0
375,3,1576.0,19.28,1,0,645.6666666666666,0,1,1,0,0,0,0
376,10,574.0,20.22,1,0,645.6666666666666,0,1,1,0,0,0,0
377,5,242.0,37.08,1,0,645.6666666666666,1,0,1,0,0,0,0
378,3,38.0,31.99,1,0,645.6666666666666,1,0,1,0,0,0,0
379,11,114.0,26.16,1,0,645.6666666666666,1,0,1,0,0,0,0
380,3,926.0,18.28,1,0,645.6666666666666,0,1,1,0,0,0,0
381,5,1686.0,15.7,1,0,645.6666666666666,0,0,1,0,0,0,0
382,3,2008.0,10.66,1,0,645.6666666666666,0,0,1,0,0,0,0
383,3,2092.0,19.16,1,0,645.6666666666666,0,1,1,0,0,0,0
384,1,102.0,31.22,1,0,645.6666666666666,1,0,1,0,0,0,0
385,6,550.0,27.63,1,0,645.6666666666666,1,0,1,0,0,0,0
386,3,812.0,26.16,1,0,645.6666666666666,1,0,1,0,0,0,0
387,3,910.0,27.81,1,0,645.6666666666666,1,0,1,0,0,0,0
388,8,710.0,32.25,0,1,645.6666666666666,1,0,1,0,0,0,0
389,3,2438.0,16.71,1,0,645.6666666666666,0,1,1,0,0,0,0
390,13,90.0,31.57,1,0,645.6666666666666,1,0,1,0,0,0,0
391,3,900.0,24.74,0,1,645.6666666666666,1,0,1,0,0,0,0
392,3,0.0,30.97,1,0,645.6666666666666,1,0,1,0,0,0,0
393,3,832.0,24.05,1,0,645.6666666666666,1,0,1,0,0,0,0
394,6,288.0,27.31,1,0,645.6666666666666,1,0,1,0,0,0,0
395,3,172.0,30.63,1,0,645.6666666666666,1,0,1,0,0,0,0
396,3,814.0,29.14,0,1,645.6666666666666,1,0,1,0,0,0,0
397,3,694.0,23.47,1,0,645.6666666666666,1,0,1,0,0,0,0
398,1,692.0,26.66,0,1,645.6666666666666,1,0,1,0,0,0,0
399,3,1058.0,18.94,1,0,645.6666666666666,0,1,1,0,0,0,0
400,6,182.0,29.1,0,1,645.6666666666666,1,0,1,0,0,0,0
401,3,54.0,32.58,0,1,645.6666666666666,1,0,1,0,0,0,0
402,3,330.0,30.75,0,1,645.6666666666666,1,0,1,0,0,0,0
403,3,242.0,35.34,1,0,645.6666666666666,1,0,1,0,0,0,0
404,3,566.0,21.64,0,1,645.6666666666666,0,1,1,0,0,0,0
405,1,308.0,31.52,1,0,645.6666666666666,1,0,1,0,0,0,0
406,6,344.0,30.78,1,0,645.6666666666666,1,0,1,0,0,0,0
407,8,98.0,30.92,1,0,645.6666666666666,1,0,1,0,0,0,0
408,3,974.0,25.75,1,0,645.6666666666666,1,0,1,0,0,0,0
409,5,574.0,26.04,1,0,645.6666666666666,1,0,1,0,0,0,0
410,3,712.0,30.63,0,1,645.6666666666666,0,1,1,0,0,0,0
411,3,2934.0,12.73,1,0,645.6666666666666,0,0,1,0,0,0,0
412,4,772.0,28.21,1,0,645.6666666666666,1,0,1,0,0,0,0
413,3,772.0,28.21,1,0,645.6666666666666,1,0,1,0,0,0,0
414,9,2468.0,19.85,1,0,645.6666666666666,0,1,1,0,0,0,0
415,9,2490.0,22.57,1,0,645.6666666666666,0,0,1,0,0,0,0
416,3,1508.0,20.47,1,0,645.6666666666666,0,1,1,0,0,0,0
417,3,3662.0,14.7,1,0,645.6666666666666,0,0,1,0,0,0,0
418,3,250.0,32.19,1,0,645.6666666666666,1,0,1,0,0,0,0
419,3,758.0,28.91,0,1,645.6666666666666,1,0,1,0,0,0,0
420,6,2260.0,20.92,1,0,645.6666666666666,0,1,1,0,0,0,0
421,6,1150.0,21.45,1,0,645.6666666666666,0,1,1,0,0,0,0
422,3,108.0,33.0,1,0,645.6666666666666,1,0,1,0,0,0,0
423,3,2366.0,21.12,1,0,645.6666666666666,0,1,1,0,0,0,0
424,8,816.0,28.67,1,0,645.6666666666666,1,0,1,0,0,0,0
425,1,544.0,29.83,0,1,645.6666666666666,1,0,1,0,0,0,0
426,6,408.0,30.14,0,1,645.6666666666666,1,0,1,0,0,0,0
427,3,3180.0,17.5,1,0,645.6666666666666,0,1,1,0,0,0,0
428,3,3152.0,12.61,1,0,645.6666666666666,0,0,1,0,0,0,0
429,3,2424.0,16.76,1,0,645.6666666666666,0,0,1,0,0,0,0
430,5,50.0,31.47,1,0,645.6666666666666,1,0,1,0,0,0,0
431,10,865.0,22.39,1,0,251.6666666666,0,1,0,0,0,0,1
432,5,1050.0,22.77,0,1,251.6666666666,0,1,0,0,0,0,1
433,3,1560.0,23.49,1,0,251.6666666666,0,1,0,0,0,0,1
434,3,2130.0,23.0,0,1,251.6666666666,0,1,0,0,0,0,1
435,3,1145.0,21.71,1,0,251.6666666666,0,1,0,0,0,0,1
436,12,1430.0,22.63,1,0,251.6666666666,0,1,0,0,0,0,1
437,3,1970.0,23.05,1,0,251.6666666666,0,1,0,0,0,0,1
438,5,2475.0,22.15,1,0,251.6666666666,0,1,0,0,0,0,1
439,6,2505.0,21.45,1,0,251.6666666666,0,1,0,0,0,0,1
440,6,1480.0,22.43,1,0,251.6666666666,0,1,0,0,0,0,1
441,3,1430.0,21.56,1,0,251.6666666666,0,1,0,0,0,0,1
442,9,1430.0,21.56,1,0,251.6666666666,0,1,0,0,0,0,1
443,3,2895.0,22.43,0,1,251.6666666666,0,1,0,0,0,0,1
444,11,1900.0,27.42,0,1,251.6666666666,0,0,0,0,0,0,1
445,3,1830.0,22.12,1,0,251.6666666666,0,0,0,0,0,0,1
446,6,860.0,24.29,1,0,251.6666666666,0,1,0,0,0,0,1
447,3,1250.0,24.45,1,0,251.6666666666,0,1,0,0,0,0,1
448,5,2465.0,18.86,1,0,251.6666666666,0,0,0,0,0,0,1
449,6,2435.0,18.42,1,0,251.6666666666,0,0,0,0,0,0,1
450,3,1735.0,21.83,1,0,251.6666666666,0,1,0,0,0,0,1
451,9,6260.0,25.35,0,1,251.6666666666,1,0,0,0,0,0,1
452,6,8190.0,22.26,0,1,251.6666666666,0,0,0,0,0,0,1
453,8,1740.0,20.63,1,0,251.6666666666,0,1,0,0,0,0,1
454,3,1185.0,23.79,1,0,251.6666666666,0,1,0,0,0,0,1
455,3,1125.0,24.1,0,1,251.6666666666,1,0,0,0,0,0,1
456,3,1635.0,23.53,1,0,251.6666666666,0,1,0,0,0,0,1
457,3,2335.0,23.86,1,0,251.6666666666,0,1,0,0,0,0,1
458,8,155.0,25.77,1,0,251.6666666666,1,0,0,0,0,0,1
459,5,625.0,22.48,1,0,251.6666666666,0,1,0,0,0,0,1
460,12,2160.0,14.73,1,0,251.6666666666,0,0,0,0,0,0,1
461,5,265.0,22.96,1,0,251.6666666666,0,1,0,0,0,0,1
462,6,875.0,25.65,1,0,251.6666666666,0,1,0,0,0,0,1
463,9,2520.0,23.22,0,1,251.6666666666,0,1,0,0,0,0,1
464,3,5.0,27.45,1,0,251.6666666666,1,0,0,0,0,0,1
465,12,1235.0,22.95,1,0,251.6666666666,0,1,0,0,0,0,1
466,3,565.0,29.25,0,1,251.6666666666,1,0,0,0,0,0,1
467,3,1720.0,23.38,1,0,251.6666666666,0,1,0,0,0,0,1
468,5,3215.0,23.87,0,1,251.6666666666,0,0,0,0,0,0,1
469,6,695.0,25.71,1,0,251.6666666666,1,0,0,0,0,0,1
470,3,1370.0,23.57,0,1,251.6666666666,0,1,0,0,0,0,1
471,8,2260.0,26.76,0,1,251.6666666666,1,0,0,0,0,0,1
472,9,1750.0,27.7,0,1,251.6666666666,1,0,0,0,0,0,1
473,5,1915.0,25.24,0,1,251.6666666666,1,0,0,0,0,0,1
474,1,1195.0,22.0,1,0,251.6666666666,0,1,0,0,0,0,1
475,3,110.0,27.84,1,0,251.6666666666,1,0,0,0,0,0,1
476,12,2360.0,25.01,0,1,251.6666666666,0,0,0,0,0,0,1
477,5,20.0,29.82,1,0,251.6666666666,1,0,0,0,0,0,1
478,9,250.0,29.38,0,1,251.6666666666,0,0,0,0,0,0,1
479,5,605.0,23.34,1,0,251.6666666666,0,1,0,0,0,0,1
480,11,775.0,28.66,1,0,251.6666666666,1,0,0,0,0,0,1
481,3,1970.0,25.56,0,1,251.6666666666,0,1,0,0,0,0,1
482,6,2260.0,25.93,0,1,251.6666666666,1,0,0,0,0,0,1
483,9,415.0,25.44,1,0,251.6666666666,1,0,0,0,0,0,1
484,3,150.0,28.18,1,0,251.6666666666,1,0,0,0,0,0,1
485,1,440.0,26.0,1,0,251.6666666666,1,0,0,0,0,0,1
486,3,4025.0,20.41,1,0,251.6666666666,0,1,0,0,0,0,1
487,3,385.0,26.41,1,0,251.6666666666,0,0,0,0,0,0,1
488,1,795.0,29.12,0,1,251.6666666666,1,0,0,0,0,0,1
489,10,2205.0,16.25,1,0,251.6666666666,0,0,0,0,0,0,1
